Cycle,Phase,Time,Ratio_type,Ratio
2,growth,283.149999999974,Ancestor:Mutant,0.017230396159907985
2,growth,283.149999999974,Mutant:Ancestor,58.036970869353496
2,growth,283.149999999974,Ancestor:Mutant,0.017230396159907985
2,growth,283.149999999974,Mutant:Ancestor,58.03697086935349
2,growth,307.149999999974,Ancestor:Mutant,0.002928089157846842
2,growth,307.149999999974,Mutant:Ancestor,341.5196553425121
2,growth,307.149999999974,Ancestor:Mutant,0.0029280891578468424
2,growth,307.149999999974,Mutant:Ancestor,341.51965534251207
2,growth,331.149999999974,Ancestor:Mutant,4.990892798878925e-4
2,growth,331.149999999974,Mutant:Ancestor,2003.649527845247
2,growth,331.149999999974,Ancestor:Mutant,4.990892798878925e-4
2,growth,331.149999999974,Mutant:Ancestor,2003.6495278452467
2,growth,355.149999999974,Ancestor:Mutant,8.511298185531977e-5
2,growth,355.149999999974,Mutant:Ancestor,11749.089013234912
2,growth,355.149999999974,Ancestor:Mutant,8.511298185531975e-5
2,growth,355.149999999974,Mutant:Ancestor,11749.089013234914
2,growth,379.149999999974,Ancestor:Mutant,1.4516153113938076e-5
2,growth,379.149999999974,Mutant:Ancestor,68888.77460515506
2,conj,379.149999999974,Ancestor:Mutant,1.4516153113938076e-5
2,conj,379.149999999974,Mutant:Ancestor,68888.77460515506
2,conj,386.149999999974,Ancestor:Mutant,0.004944706765126039
2,conj,386.149999999974,Mutant:Ancestor,202.2364616346487
2,tselect,386.149999999974,Ancestor:Mutant,0.004944706765126039
2,tselect,386.149999999974,Mutant:Ancestor,202.2364616346487
2,tselect,417.329999999946,Ancestor:Mutant,2.2799570840931937e-4
2,tselect,417.329999999946,Mutant:Ancestor,4386.047469826519
3,growth,417.329999999946,Ancestor:Mutant,2.2799570840931937e-4
3,growth,417.329999999946,Mutant:Ancestor,4386.047469826519
3,growth,441.329999999946,Ancestor:Mutant,6.996098370485312e-5
3,growth,441.329999999946,Mutant:Ancestor,14293.681235511716
3,growth,441.329999999946,Ancestor:Mutant,6.996098370485312e-5
3,growth,441.329999999946,Mutant:Ancestor,14293.681235511716
3,growth,465.329999999946,Ancestor:Mutant,1.1959381257846118e-5
3,growth,465.329999999946,Mutant:Ancestor,83616.36596742296
3,growth,465.329999999946,Ancestor:Mutant,1.1959381257846118e-5
3,growth,465.329999999946,Mutant:Ancestor,83616.36596742294
3,growth,489.329999999946,Ancestor:Mutant,2.0397276948044742e-6
3,growth,489.329999999946,Mutant:Ancestor,490261.5199799299
3,growth,489.329999999946,Ancestor:Mutant,2.0397276948044742e-6
3,growth,489.329999999946,Mutant:Ancestor,490261.51997992984
3,growth,513.329999999946,Ancestor:Mutant,3.4788490912088323e-7
3,growth,513.329999999946,Mutant:Ancestor,2874513.8802572186
3,growth,513.329999999946,Ancestor:Mutant,3.4788490912088334e-7
3,growth,513.329999999946,Mutant:Ancestor,2874513.880257218
3,growth,537.329999999946,Ancestor:Mutant,5.9333387249802854e-8
3,growth,537.329999999946,Mutant:Ancestor,16853917.269038484
3,growth,537.329999999946,Ancestor:Mutant,5.9333387249802854e-8
3,growth,537.329999999946,Mutant:Ancestor,16853917.26903848
3,growth,561.329999999946,Ancestor:Mutant,1.0119585431745385e-8
3,growth,561.329999999946,Mutant:Ancestor,98818277.36371253
3,growth,561.329999999946,Ancestor:Mutant,1.0119585431745383e-8
3,growth,561.329999999946,Mutant:Ancestor,98818277.36371253
3,growth,585.329999999946,Ancestor:Mutant,1.725942426808865e-9
3,growth,585.329999999946,Mutant:Ancestor,579393602.2819273
3,conj,585.329999999946,Ancestor:Mutant,1.7259424268088648e-9
3,conj,585.329999999946,Mutant:Ancestor,579393602.2819273
3,conj,592.329999999946,Ancestor:Mutant,5.87916037343051e-7
3,conj,592.329999999946,Mutant:Ancestor,1700923.1531074848
3,tselect,592.329999999946,Ancestor:Mutant,0
3,tselect,592.329999999946,Mutant:Ancestor,Inf
3,tselect,623.509999999918,Ancestor:Mutant,0
3,tselect,623.509999999918,Mutant:Ancestor,Inf
