SetID,SweepID,gamma_M,psi_M,end_time,A1,M1,F1,A2,M2,F2,C
pDG_S.pB10,40,3.6347248244039686e-10,0.07599999999999996,48,1001000999.9995985,0,0,0,0,0,0
pDG_S.pB10,41,5.29342596415672e-10,0.07599999999999996,48,1001000999.9995985,0,0,0,0,0,0
pDG_S.pB10,42,7.709072843665163e-10,0.07599999999999996,48,1001000999.9995985,0,0,0,0,0,0
pDG_S.pB10,43,1.1227096498817994e-9,0.07599999999999996,48,1001000999.9995985,0,0,0,0,0,0
pDG_S.pB10,44,1.6350564892813072e-9,0.07599999999999996,48,1001000999.9995985,0,0,0,0,0,0
pDG_S.pB10,45,2.381212028793362e-9,0.07599999999999996,48,1001000999.9995985,0,0,0,0,0,0
pDG_S.pB10,46,3.4678745127408613e-9,0.07599999999999996,48,1001000999.9995985,0,0,0,0,0,0
pDG_S.pB10,47,5.050433766795523e-9,0.07599999999999996,48,1001000999.9995985,0,0,0,0,0,0
pDG_S.pB10,48,7.3551915269935365e-9,0.07599999999999996,48,1001000999.9995985,0,0,0,0,0,0
pDG_S.pB10,49,1.0711721982067091e-8,0.07599999999999996,48,1001000999.9995985,0,0,0,0,0,0
pDG_S.pB10,50,1.5600000000000017e-8,0.07599999999999996,48,1001000999.9995985,0,0,0,0,0,0
pDG_S.pB10,51,1.5600000000000014e-16,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0
pDG_S.pB10,52,2.271903624901943e-16,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0
pDG_S.pB10,53,3.3086833851555043e-16,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0
pDG_S.pB10,54,4.818596010504882e-16,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0
pDG_S.pB10,55,7.017554963592356e-16,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0
pDG_S.pB10,56,1.0220005487008985e-15,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0
pDG_S.pB10,57,1.4883889431059898e-15,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0
pDG_S.pB10,58,2.1676129712220946e-15,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0
pDG_S.pB10,59,3.1567998504512458e-15,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0
pDG_S.pB10,60,4.597400655980828e-15,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0
pDG_S.pB10,61,6.695417445800901e-15,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0
pDG_S.pB10,62,9.750861003427414e-15,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0
pDG_S.pB10,63,1.4200651576667771e-14,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0
pDG_S.pB10,64,2.0681097303205752e-14,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0
pDG_S.pB10,65,3.0118884570578663e-14,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0
pDG_S.pB10,66,4.3863591688397966e-14,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0
pDG_S.pB10,67,6.38806749731346e-14,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0
pDG_S.pB10,68,9.303252373887643e-14,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0
pDG_S.pB10,69,1.3548777430521106e-13,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0
pDG_S.pB10,70,1.9731741382942637e-13,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0
pDG_S.pB10,71,2.8736291521496804e-13,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0
pDG_S.pB10,72,4.185005440636379e-13,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0
pDG_S.pB10,73,6.094826301805216e-13,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0
pDG_S.pB10,74,8.87619100526853e-13,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0
pDG_S.pB10,75,1.2926827256533114e-12,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0
pDG_S.pB10,76,1.882596519397351e-12,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0
pDG_S.pB10,77,2.7417165747734747e-12,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0
pDG_S.pB10,78,3.992894759411276e-12,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0
pDG_S.pB10,79,5.81504620369131e-12,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0
pDG_S.pB10,80,8.468733685345229e-12,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0
pDG_S.pB10,81,1.2333427409015975e-11,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0
pDG_S.pB10,82,1.796176822949261e-11,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0
pDG_S.pB10,83,2.6158593814251675e-11,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0
pDG_S.pB10,84,3.8096028274959047e-11,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0
pDG_S.pB10,85,5.548109277708075e-11,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0
pDG_S.pB10,86,8.079980499600684e-11,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0
pDG_S.pB10,87,1.17672672988332e-10,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0
pDG_S.pB10,88,1.7137241815005908e-10,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0
pDG_S.pB10,89,2.4957796025854517e-10,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0
pDG_S.pB10,90,3.6347248244039686e-10,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0
pDG_S.pB10,91,5.29342596415672e-10,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0
pDG_S.pB10,92,7.709072843665163e-10,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0
pDG_S.pB10,93,1.1227096498817994e-9,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0
pDG_S.pB10,94,1.6350564892813072e-9,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0
pDG_S.pB10,95,2.381212028793362e-9,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0
pDG_S.pB10,96,3.4678745127408613e-9,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0
pDG_S.pB10,97,5.050433766795523e-9,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0
pDG_S.pB10,98,7.3551915269935365e-9,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0
pDG_S.pB10,99,1.0711721982067091e-8,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0
pDG_S.pB10,100,1.5600000000000017e-8,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0
pDG_S.pB10,101,1.5600000000000014e-16,0.10865306122448976,48,1001000999.9992344,0,0,0,0,0,0
pDG_S.pB10,102,2.271903624901943e-16,0.10865306122448976,48,1001000999.9992344,0,0,0,0,0,0
pDG_S.pB10,103,3.3086833851555043e-16,0.10865306122448976,48,1001000999.9992344,0,0,0,0,0,0
pDG_S.pB10,104,4.818596010504882e-16,0.10865306122448976,48,1001000999.9992344,0,0,0,0,0,0
pDG_S.pB10,105,7.017554963592356e-16,0.10865306122448976,48,1001000999.9992344,0,0,0,0,0,0
pDG_S.pB10,106,1.0220005487008985e-15,0.10865306122448976,48,1001000999.9992344,0,0,0,0,0,0
pDG_S.pB10,107,1.4883889431059898e-15,0.10865306122448976,48,1001000999.9992344,0,0,0,0,0,0
pDG_S.pB10,108,2.1676129712220946e-15,0.10865306122448976,48,1001000999.9992344,0,0,0,0,0,0
pDG_S.pB10,109,3.1567998504512458e-15,0.10865306122448976,48,1001000999.9992344,0,0,0,0,0,0
pDG_S.pB10,110,4.597400655980828e-15,0.10865306122448976,48,1001000999.9992344,0,0,0,0,0,0
pDG_S.pB10,111,6.695417445800901e-15,0.10865306122448976,48,1001000999.9992344,0,0,0,0,0,0
pDG_S.pB10,112,9.750861003427414e-15,0.10865306122448976,48,1001000999.9992344,0,0,0,0,0,0
pDG_S.pB10,113,1.4200651576667771e-14,0.10865306122448976,48,1001000999.9992344,0,0,0,0,0,0
pDG_S.pB10,114,2.0681097303205752e-14,0.10865306122448976,48,1001000999.9992344,0,0,0,0,0,0
pDG_S.pB10,115,3.0118884570578663e-14,0.10865306122448976,48,1001000999.9992344,0,0,0,0,0,0
pDG_S.pB10,116,4.3863591688397966e-14,0.10865306122448976,48,1001000999.9992344,0,0,0,0,0,0
pDG_S.pB10,117,6.38806749731346e-14,0.10865306122448976,48,1001000999.9992344,0,0,0,0,0,0
pDG_S.pB10,118,9.303252373887643e-14,0.10865306122448976,48,1001000999.9992344,0,0,0,0,0,0
pDG_S.pB10,119,1.3548777430521106e-13,0.10865306122448976,48,1001000999.9992344,0,0,0,0,0,0
pDG_S.pB10,120,1.9731741382942637e-13,0.10865306122448976,48,1001000999.9992344,0,0,0,0,0,0
pDG_S.pB10,121,2.8736291521496804e-13,0.10865306122448976,48,1001000999.9992344,0,0,0,0,0,0
pDG_S.pB10,122,4.185005440636379e-13,0.10865306122448976,48,1001000999.9992344,0,0,0,0,0,0
pDG_S.pB10,123,6.094826301805216e-13,0.10865306122448976,48,1001000999.9992344,0,0,0,0,0,0
pDG_S.pB10,124,8.87619100526853e-13,0.10865306122448976,48,1001000999.9992344,0,0,0,0,0,0
pDG_S.pB10,125,1.2926827256533114e-12,0.10865306122448976,48,1001000999.9992344,0,0,0,0,0,0
pDG_S.pB10,126,1.882596519397351e-12,0.10865306122448976,48,1001000999.9992344,0,0,0,0,0,0
pDG_S.pB10,127,2.7417165747734747e-12,0.10865306122448976,48,1001000999.9992344,0,0,0,0,0,0
pDG_S.pB10,128,3.992894759411276e-12,0.10865306122448976,48,1001000999.9992344,0,0,0,0,0,0
pDG_S.pB10,129,5.81504620369131e-12,0.10865306122448976,48,1001000999.9992344,0,0,0,0,0,0
pDG_S.pB10,130,8.468733685345229e-12,0.10865306122448976,48,1001000999.9992344,0,0,0,0,0,0
pDG_S.pB10,131,1.2333427409015975e-11,0.10865306122448976,48,1001000999.9992344,0,0,0,0,0,0
pDG_S.pB10,132,1.796176822949261e-11,0.10865306122448976,48,1001000999.9992344,0,0,0,0,0,0
pDG_S.pB10,133,2.6158593814251675e-11,0.10865306122448976,48,1001000999.9992344,0,0,0,0,0,0
pDG_S.pB10,134,3.8096028274959047e-11,0.10865306122448976,48,1001000999.9992344,0,0,0,0,0,0
pDG_S.pB10,135,5.548109277708075e-11,0.10865306122448976,48,1001000999.9992344,0,0,0,0,0,0
pDG_S.pB10,136,8.079980499600684e-11,0.10865306122448976,48,1001000999.9992344,0,0,0,0,0,0
pDG_S.pB10,137,1.17672672988332e-10,0.10865306122448976,48,1001000999.9992344,0,0,0,0,0,0
pDG_S.pB10,138,1.7137241815005908e-10,0.10865306122448976,48,1001000999.9992344,0,0,0,0,0,0
pDG_S.pB10,139,2.4957796025854517e-10,0.10865306122448976,48,1001000999.9992344,0,0,0,0,0,0
pDG_S.pB10,140,3.6347248244039686e-10,0.10865306122448976,48,1001000999.9992344,0,0,0,0,0,0
pDG_S.pB10,141,5.29342596415672e-10,0.10865306122448976,48,1001000999.9992344,0,0,0,0,0,0
pDG_S.pB10,142,7.709072843665163e-10,0.10865306122448976,48,1001000999.9992344,0,0,0,0,0,0
pDG_S.pB10,143,1.1227096498817994e-9,0.10865306122448976,48,1001000999.9992344,0,0,0,0,0,0
pDG_S.pB10,144,1.6350564892813072e-9,0.10865306122448976,48,1001000999.9992344,0,0,0,0,0,0
pDG_S.pB10,145,2.381212028793362e-9,0.10865306122448976,48,1001000999.9992344,0,0,0,0,0,0
pDG_S.pB10,146,3.4678745127408613e-9,0.10865306122448976,48,1001000999.9992344,0,0,0,0,0,0
pDG_S.pB10,147,5.050433766795523e-9,0.10865306122448976,48,1001000999.9992344,0,0,0,0,0,0
pDG_S.pB10,148,7.3551915269935365e-9,0.10865306122448976,48,1001000999.9992344,0,0,0,0,0,0
pDG_S.pB10,149,1.0711721982067091e-8,0.10865306122448976,48,1001000999.9992344,0,0,0,0,0,0
pDG_S.pB10,150,1.5600000000000017e-8,0.10865306122448976,48,1001000999.9992344,0,0,0,0,0,0
pDG_S.pB10,151,1.5600000000000014e-16,0.12497959183673464,48,1001000999.998973,0,0,0,0,0,0
pDG_S.pB10,152,2.271903624901943e-16,0.12497959183673464,48,1001000999.998973,0,0,0,0,0,0
pDG_S.pB10,153,3.3086833851555043e-16,0.12497959183673464,48,1001000999.998973,0,0,0,0,0,0
pDG_S.pB10,154,4.818596010504882e-16,0.12497959183673464,48,1001000999.998973,0,0,0,0,0,0
pDG_S.pB10,155,7.017554963592356e-16,0.12497959183673464,48,1001000999.998973,0,0,0,0,0,0
pDG_S.pB10,156,1.0220005487008985e-15,0.12497959183673464,48,1001000999.998973,0,0,0,0,0,0
pDG_S.pB10,157,1.4883889431059898e-15,0.12497959183673464,48,1001000999.998973,0,0,0,0,0,0
pDG_S.pB10,158,2.1676129712220946e-15,0.12497959183673464,48,1001000999.998973,0,0,0,0,0,0
pDG_S.pB10,159,3.1567998504512458e-15,0.12497959183673464,48,1001000999.998973,0,0,0,0,0,0
pDG_S.pB10,160,4.597400655980828e-15,0.12497959183673464,48,1001000999.998973,0,0,0,0,0,0
pDG_S.pB10,161,6.695417445800901e-15,0.12497959183673464,48,1001000999.998973,0,0,0,0,0,0
pDG_S.pB10,162,9.750861003427414e-15,0.12497959183673464,48,1001000999.998973,0,0,0,0,0,0
pDG_S.pB10,163,1.4200651576667771e-14,0.12497959183673464,48,1001000999.998973,0,0,0,0,0,0
pDG_S.pB10,164,2.0681097303205752e-14,0.12497959183673464,48,1001000999.998973,0,0,0,0,0,0
pDG_S.pB10,165,3.0118884570578663e-14,0.12497959183673464,48,1001000999.998973,0,0,0,0,0,0
pDG_S.pB10,166,4.3863591688397966e-14,0.12497959183673464,48,1001000999.998973,0,0,0,0,0,0
pDG_S.pB10,167,6.38806749731346e-14,0.12497959183673464,48,1001000999.998973,0,0,0,0,0,0
pDG_S.pB10,168,9.303252373887643e-14,0.12497959183673464,48,1001000999.998973,0,0,0,0,0,0
pDG_S.pB10,169,1.3548777430521106e-13,0.12497959183673464,48,1001000999.998973,0,0,0,0,0,0
pDG_S.pB10,170,1.9731741382942637e-13,0.12497959183673464,48,1001000999.998973,0,0,0,0,0,0
pDG_S.pB10,171,2.8736291521496804e-13,0.12497959183673464,48,1001000999.998973,0,0,0,0,0,0
pDG_S.pB10,172,4.185005440636379e-13,0.12497959183673464,48,1001000999.998973,0,0,0,0,0,0
pDG_S.pB10,173,6.094826301805216e-13,0.12497959183673464,48,1001000999.998973,0,0,0,0,0,0
pDG_S.pB10,174,8.87619100526853e-13,0.12497959183673464,48,1001000999.998973,0,0,0,0,0,0
pDG_S.pB10,175,1.2926827256533114e-12,0.12497959183673464,48,1001000999.998973,0,0,0,0,0,0
pDG_S.pB10,176,1.882596519397351e-12,0.12497959183673464,48,1001000999.998973,0,0,0,0,0,0
pDG_S.pB10,177,2.7417165747734747e-12,0.12497959183673464,48,1001000999.998973,0,0,0,0,0,0
pDG_S.pB10,178,3.992894759411276e-12,0.12497959183673464,48,1001000999.998973,0,0,0,0,0,0
pDG_S.pB10,179,5.81504620369131e-12,0.12497959183673464,48,1001000999.998973,0,0,0,0,0,0
pDG_S.pB10,180,8.468733685345229e-12,0.12497959183673464,48,1001000999.998973,0,0,0,0,0,0
pDG_S.pB10,181,1.2333427409015975e-11,0.12497959183673464,48,1001000999.998973,0,0,0,0,0,0
pDG_S.pB10,182,1.796176822949261e-11,0.12497959183673464,48,1001000999.998973,0,0,0,0,0,0
pDG_S.pB10,183,2.6158593814251675e-11,0.12497959183673464,48,1001000999.998973,0,0,0,0,0,0
pDG_S.pB10,184,3.8096028274959047e-11,0.12497959183673464,48,1001000999.998973,0,0,0,0,0,0
pDG_S.pB10,185,5.548109277708075e-11,0.12497959183673464,48,1001000999.998973,0,0,0,0,0,0
pDG_S.pB10,186,8.079980499600684e-11,0.12497959183673464,48,1001000999.998973,0,0,0,0,0,0
pDG_S.pB10,187,1.17672672988332e-10,0.12497959183673464,48,1001000999.998973,0,0,0,0,0,0
pDG_S.pB10,188,1.7137241815005908e-10,0.12497959183673464,48,1001000999.998973,0,0,0,0,0,0
pDG_S.pB10,189,2.4957796025854517e-10,0.12497959183673464,48,1001000999.998973,0,0,0,0,0,0
pDG_S.pB10,190,3.6347248244039686e-10,0.12497959183673464,48,1001000999.998973,0,0,0,0,0,0
pDG_S.pB10,191,5.29342596415672e-10,0.12497959183673464,48,1001000999.998973,0,0,0,0,0,0
pDG_S.pB10,192,7.709072843665163e-10,0.12497959183673464,48,1001000999.998973,0,0,0,0,0,0
pDG_S.pB10,193,1.1227096498817994e-9,0.12497959183673464,48,1001000999.998973,0,0,0,0,0,0
pDG_S.pB10,194,1.6350564892813072e-9,0.12497959183673464,48,1001000999.998973,0,0,0,0,0,0
pDG_S.pB10,195,2.381212028793362e-9,0.12497959183673464,48,1001000999.998973,0,0,0,0,0,0
pDG_S.pB10,196,3.4678745127408613e-9,0.12497959183673464,48,1001000999.998973,0,0,0,0,0,0
pDG_S.pB10,197,5.050433766795523e-9,0.12497959183673464,48,1001000999.998973,0,0,0,0,0,0
pDG_S.pB10,198,7.3551915269935365e-9,0.12497959183673464,48,1001000999.998973,0,0,0,0,0,0
pDG_S.pB10,199,1.0711721982067091e-8,0.12497959183673464,48,1001000999.998973,0,0,0,0,0,0
pDG_S.pB10,200,1.5600000000000017e-8,0.12497959183673464,48,1001000999.998973,0,0,0,0,0,0
pDG_S.pB10,201,1.5600000000000014e-16,0.14130612244897955,48,1001000999.9986429,0,0,0,0,0,0
pDG_S.pB10,202,2.271903624901943e-16,0.14130612244897955,48,1001000999.9986429,0,0,0,0,0,0
pDG_S.pB10,203,3.3086833851555043e-16,0.14130612244897955,48,1001000999.9986429,0,0,0,0,0,0
pDG_S.pB10,204,4.818596010504882e-16,0.14130612244897955,48,1001000999.9986429,0,0,0,0,0,0
pDG_S.pB10,205,7.017554963592356e-16,0.14130612244897955,48,1001000999.9986429,0,0,0,0,0,0
pDG_S.pB10,206,1.0220005487008985e-15,0.14130612244897955,48,1001000999.9986429,0,0,0,0,0,0
pDG_S.pB10,207,1.4883889431059898e-15,0.14130612244897955,48,1001000999.9986429,0,0,0,0,0,0
pDG_S.pB10,208,2.1676129712220946e-15,0.14130612244897955,48,1001000999.9986429,0,0,0,0,0,0
pDG_S.pB10,209,3.1567998504512458e-15,0.14130612244897955,48,1001000999.9986429,0,0,0,0,0,0
pDG_S.pB10,210,4.597400655980828e-15,0.14130612244897955,48,1001000999.9986429,0,0,0,0,0,0
pDG_S.pB10,211,6.695417445800901e-15,0.14130612244897955,48,1001000999.9986429,0,0,0,0,0,0
pDG_S.pB10,212,9.750861003427414e-15,0.14130612244897955,48,1001000999.9986429,0,0,0,0,0,0
pDG_S.pB10,213,1.4200651576667771e-14,0.14130612244897955,48,1001000999.9986429,0,0,0,0,0,0
pDG_S.pB10,214,2.0681097303205752e-14,0.14130612244897955,48,1001000999.9986429,0,0,0,0,0,0
pDG_S.pB10,215,3.0118884570578663e-14,0.14130612244897955,48,1001000999.9986429,0,0,0,0,0,0
pDG_S.pB10,216,4.3863591688397966e-14,0.14130612244897955,48,1001000999.9986429,0,0,0,0,0,0
pDG_S.pB10,217,6.38806749731346e-14,0.14130612244897955,48,1001000999.9986429,0,0,0,0,0,0
pDG_S.pB10,218,9.303252373887643e-14,0.14130612244897955,48,1001000999.9986429,0,0,0,0,0,0
pDG_S.pB10,219,1.3548777430521106e-13,0.14130612244897955,48,1001000999.9986429,0,0,0,0,0,0
pDG_S.pB10,220,1.9731741382942637e-13,0.14130612244897955,48,1001000999.9986429,0,0,0,0,0,0
pDG_S.pB10,221,2.8736291521496804e-13,0.14130612244897955,48,1001000999.9986429,0,0,0,0,0,0
pDG_S.pB10,222,4.185005440636379e-13,0.14130612244897955,48,1001000999.9986429,0,0,0,0,0,0
pDG_S.pB10,223,6.094826301805216e-13,0.14130612244897955,48,1001000999.9986429,0,0,0,0,0,0
pDG_S.pB10,224,8.87619100526853e-13,0.14130612244897955,48,1001000999.9986429,0,0,0,0,0,0
pDG_S.pB10,225,1.2926827256533114e-12,0.14130612244897955,48,1001000999.9986429,0,0,0,0,0,0
pDG_S.pB10,226,1.882596519397351e-12,0.14130612244897955,48,1001000999.9986429,0,0,0,0,0,0
pDG_S.pB10,227,2.7417165747734747e-12,0.14130612244897955,48,1001000999.9986429,0,0,0,0,0,0
pDG_S.pB10,228,3.992894759411276e-12,0.14130612244897955,48,1001000999.9986429,0,0,0,0,0,0
pDG_S.pB10,229,5.81504620369131e-12,0.14130612244897955,48,1001000999.9986429,0,0,0,0,0,0
pDG_S.pB10,230,8.468733685345229e-12,0.14130612244897955,48,1001000999.9986429,0,0,0,0,0,0
pDG_S.pB10,231,1.2333427409015975e-11,0.14130612244897955,48,1001000999.9986429,0,0,0,0,0,0
pDG_S.pB10,232,1.796176822949261e-11,0.14130612244897955,48,1001000999.9986429,0,0,0,0,0,0
pDG_S.pB10,233,2.6158593814251675e-11,0.14130612244897955,48,1001000999.9986429,0,0,0,0,0,0
pDG_S.pB10,234,3.8096028274959047e-11,0.14130612244897955,48,1001000999.9986429,0,0,0,0,0,0
pDG_S.pB10,235,5.548109277708075e-11,0.14130612244897955,48,1001000999.9986429,0,0,0,0,0,0
pDG_S.pB10,236,8.079980499600684e-11,0.14130612244897955,48,1001000999.9986429,0,0,0,0,0,0
pDG_S.pB10,237,1.17672672988332e-10,0.14130612244897955,48,1001000999.9986429,0,0,0,0,0,0
pDG_S.pB10,238,1.7137241815005908e-10,0.14130612244897955,48,1001000999.9986429,0,0,0,0,0,0
pDG_S.pB10,239,2.4957796025854517e-10,0.14130612244897955,48,1001000999.9986429,0,0,0,0,0,0
pDG_S.pB10,240,3.6347248244039686e-10,0.14130612244897955,48,1001000999.9986429,0,0,0,0,0,0
pDG_S.pB10,241,5.29342596415672e-10,0.14130612244897955,48,1001000999.9986429,0,0,0,0,0,0
pDG_S.pB10,242,7.709072843665163e-10,0.14130612244897955,48,1001000999.9986429,0,0,0,0,0,0
pDG_S.pB10,243,1.1227096498817994e-9,0.14130612244897955,48,1001000999.9986429,0,0,0,0,0,0
pDG_S.pB10,244,1.6350564892813072e-9,0.14130612244897955,48,1001000999.9986429,0,0,0,0,0,0
pDG_S.pB10,245,2.381212028793362e-9,0.14130612244897955,48,1001000999.9986429,0,0,0,0,0,0
pDG_S.pB10,246,3.4678745127408613e-9,0.14130612244897955,48,1001000999.9986429,0,0,0,0,0,0
pDG_S.pB10,247,5.050433766795523e-9,0.14130612244897955,48,1001000999.9986429,0,0,0,0,0,0
pDG_S.pB10,248,7.3551915269935365e-9,0.14130612244897955,48,1001000999.9986429,0,0,0,0,0,0
pDG_S.pB10,249,1.0711721982067091e-8,0.14130612244897955,48,1001000999.9986429,0,0,0,0,0,0
pDG_S.pB10,250,1.5600000000000017e-8,0.14130612244897955,48,1001000999.9986429,0,0,0,0,0,0
pDG_S.pB10,251,1.5600000000000014e-16,0.15763265306122445,48,1001000999.9982271,0,0,0,0,0,0
pDG_S.pB10,252,2.271903624901943e-16,0.15763265306122445,48,1001000999.9982271,0,0,0,0,0,0
